#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CFL2	LIMK2	9606.ENSP00000298159	9606.ENSP00000339916	0	0	0	0	0.066	0.130	0.900	0.900	0.990
COL18A1	HGF	9606.ENSP00000352798	9606.ENSP00000222390	0	0	0	0	0	0	0	0.474	0.474
COL18A1	FGF7	9606.ENSP00000352798	9606.ENSP00000267843	0	0	0	0	0	0	0	0.693	0.693
COL18A1	FLT1	9606.ENSP00000352798	9606.ENSP00000282397	0	0	0	0	0.049	0	0	0.738	0.741
COL18A1	ITGA2	9606.ENSP00000352798	9606.ENSP00000296585	0	0	0	0	0.042	0	0	0.534	0.535
COL18A1	LAMA3	9606.ENSP00000352798	9606.ENSP00000324532	0	0	0	0	0.042	0	0	0.401	0.402
COL18A1	FN1	9606.ENSP00000352798	9606.ENSP00000346839	0	0	0	0	0.163	0	0	0.815	0.838
COL18A1	FGF17	9606.ENSP00000352798	9606.ENSP00000352414	0	0	0	0	0	0	0	0.684	0.684
COL18A1	THBS2	9606.ENSP00000352798	9606.ENSP00000355751	0	0	0	0	0.113	0.048	0	0.511	0.551
COL18A1	ITGB3	9606.ENSP00000352798	9606.ENSP00000452786	0	0	0	0	0.072	0	0.500	0.290	0.642
COL18A1	ITGB1	9606.ENSP00000352798	9606.ENSP00000379350	0	0	0	0	0.073	0.510	0.500	0.470	0.863
COX11	COX15	9606.ENSP00000299335	9606.ENSP00000016171	0.231	0	0	0	0.620	0.088	0	0.772	0.931
COX11	COX6A1	9606.ENSP00000299335	9606.ENSP00000229379	0	0	0	0	0.050	0	0	0.496	0.501
COX11	COX5B	9606.ENSP00000299335	9606.ENSP00000258424	0	0	0	0	0.049	0.093	0	0.404	0.441
COX11	NDUFB5	9606.ENSP00000299335	9606.ENSP00000259037	0	0	0	0	0.266	0	0	0.301	0.465
COX11	COX7A2	9606.ENSP00000299335	9606.ENSP00000359098	0	0	0	0	0.097	0	0	0.375	0.412
COX11	NDUFAB1	9606.ENSP00000299335	9606.ENSP00000458770	0	0	0	0	0.124	0	0	0.376	0.430
COX11	COX6B1	9606.ENSP00000299335	9606.ENSP00000466818	0	0	0	0	0.049	0	0	0.557	0.561
COX11	COX5A	9606.ENSP00000299335	9606.ENSP00000317780	0	0	0	0	0.107	0	0	0.644	0.669
COX11	UQCRFS1	9606.ENSP00000299335	9606.ENSP00000306397	0	0	0.211	0	0.106	0	0.558	0.399	0.787
COX15	SDHD	9606.ENSP00000016171	9606.ENSP00000364699	0	0	0	0	0.127	0	0	0.347	0.406
COX15	NDUFA11	9606.ENSP00000016171	9606.ENSP00000389160	0	0	0	0	0.097	0	0	0.384	0.420
COX15	NDUFB5	9606.ENSP00000016171	9606.ENSP00000259037	0	0	0	0	0.149	0	0	0.348	0.421
COX15	NDUFB3	9606.ENSP00000016171	9606.ENSP00000407336	0	0	0	0	0.097	0	0	0.400	0.435
COX15	NDUFA9	9606.ENSP00000016171	9606.ENSP00000266544	0	0	0	0	0.076	0.239	0	0.376	0.523
COX15	NDUFA2	9606.ENSP00000016171	9606.ENSP00000252102	0	0	0	0	0.101	0.095	0	0.522	0.577
COX15	NDUFV1	9606.ENSP00000016171	9606.ENSP00000497587	0	0	0	0	0.067	0.095	0	0.623	0.653
COX15	UQCR11	9606.ENSP00000016171	9606.ENSP00000467262	0	0	0	0	0.042	0	0.540	0.292	0.660
COX15	COX6C	9606.ENSP00000016171	9606.ENSP00000429707	0	0	0	0	0.067	0	0.540	0.441	0.739
COX15	UQCRQ	9606.ENSP00000016171	9606.ENSP00000367939	0	0	0	0	0.075	0	0.540	0.450	0.745
COX15	COX7A2	9606.ENSP00000016171	9606.ENSP00000359098	0	0	0	0	0.060	0.078	0.540	0.462	0.757
COX15	COX6A1	9606.ENSP00000016171	9606.ENSP00000229379	0	0	0	0	0.056	0.094	0.540	0.555	0.801
COX15	COX5B	9606.ENSP00000016171	9606.ENSP00000258424	0	0	0	0	0.058	0.093	0.540	0.562	0.804
COX15	COX6B1	9606.ENSP00000016171	9606.ENSP00000466818	0	0	0	0	0.058	0	0.540	0.854	0.931
COX15	COX5A	9606.ENSP00000016171	9606.ENSP00000317780	0	0	0	0	0.067	0.095	0.720	0.782	0.941
COX15	UQCRFS1	9606.ENSP00000016171	9606.ENSP00000306397	0	0	0	0	0.176	0	0.944	0.572	0.978
COX5A	NDUFB4	9606.ENSP00000317780	9606.ENSP00000184266	0	0	0	0	0.854	0.853	0	0.499	0.988
COX5A	COX6A1	9606.ENSP00000317780	9606.ENSP00000229379	0	0	0	0	0.835	0.966	0.888	0.958	0.999
COX5A	NDUFA2	9606.ENSP00000317780	9606.ENSP00000252102	0	0	0	0	0.599	0.859	0	0.555	0.972
COX5A	COX5B	9606.ENSP00000317780	9606.ENSP00000258424	0	0	0	0	0.978	0.995	0.959	0.987	0.999
COX5A	NDUFB5	9606.ENSP00000317780	9606.ENSP00000259037	0	0	0	0	0.882	0.830	0	0.670	0.992
COX5A	NDUFA9	9606.ENSP00000317780	9606.ENSP00000266544	0	0	0	0	0.855	0.851	0	0.628	0.991
COX5A	UQCRFS1	9606.ENSP00000317780	9606.ENSP00000306397	0	0	0	0	0.974	0.991	0.925	0.750	0.999
COX5A	HADHB	9606.ENSP00000317780	9606.ENSP00000325136	0	0	0	0	0.146	0.140	0	0.324	0.460
COX5A	IFNGR2	9606.ENSP00000317780	9606.ENSP00000371425	0	0	0	0	0.292	0.401	0.155	0.163	0.659
COX5A	NDUFB1	9606.ENSP00000317780	9606.ENSP00000483888	0	0	0	0	0.286	0.830	0	0.362	0.916
COX5A	NDUFC1	9606.ENSP00000317780	9606.ENSP00000441126	0	0	0	0	0.397	0.811	0	0.323	0.916
COX5A	SDHD	9606.ENSP00000317780	9606.ENSP00000364699	0	0	0	0	0.836	0	0	0.514	0.917
COX5A	NDUFA11	9606.ENSP00000317780	9606.ENSP00000389160	0	0	0	0	0.314	0.824	0	0.399	0.921
COX5A	NDUFB3	9606.ENSP00000317780	9606.ENSP00000407336	0	0	0	0	0.476	0.830	0	0.460	0.947
COX5A	NDUFAB1	9606.ENSP00000317780	9606.ENSP00000458770	0	0	0	0	0.817	0.859	0	0.519	0.986
COX5A	NDUFV1	9606.ENSP00000317780	9606.ENSP00000497587	0	0	0	0	0.746	0.901	0	0.544	0.987
COX5A	COX7A2	9606.ENSP00000317780	9606.ENSP00000359098	0	0	0	0	0.765	0.802	0.540	0.641	0.991
COX5A	UQCR11	9606.ENSP00000317780	9606.ENSP00000467262	0	0	0	0	0.922	0.923	0.540	0.520	0.998
COX5A	COX6C	9606.ENSP00000317780	9606.ENSP00000429707	0	0	0	0	0.912	0.996	0.935	0.955	0.999
COX5A	COX6B1	9606.ENSP00000317780	9606.ENSP00000466818	0	0	0	0	0.840	0.974	0.876	0.969	0.999
COX5A	UQCRQ	9606.ENSP00000317780	9606.ENSP00000367939	0	0	0	0	0.940	0.987	0.786	0.715	0.999
COX5B	NDUFB4	9606.ENSP00000258424	9606.ENSP00000184266	0	0	0	0	0.688	0.854	0	0.686	0.984
COX5B	COX6A1	9606.ENSP00000258424	9606.ENSP00000229379	0	0	0	0	0.892	0.980	0.888	0.966	0.999
COX5B	NDUFA2	9606.ENSP00000258424	9606.ENSP00000252102	0	0	0	0	0.916	0.864	0	0.527	0.994
COX5B	MGST3	9606.ENSP00000258424	9606.ENSP00000356864	0	0	0	0	0.443	0.073	0	0.238	0.572
COX5B	IFNGR2	9606.ENSP00000258424	9606.ENSP00000371425	0	0	0	0	0.209	0.378	0.152	0.156	0.600
COX5B	NDUFC1	9606.ENSP00000258424	9606.ENSP00000441126	0	0	0	0	0.451	0.811	0	0.411	0.933
COX5B	NDUFAB1	9606.ENSP00000258424	9606.ENSP00000458770	0	0	0	0	0.374	0.864	0	0.399	0.944
COX5B	SDHD	9606.ENSP00000258424	9606.ENSP00000364699	0	0	0	0	0.909	0	0	0.463	0.949
COX5B	NDUFB1	9606.ENSP00000258424	9606.ENSP00000483888	0	0	0	0	0.390	0.844	0	0.528	0.951
COX5B	NDUFB3	9606.ENSP00000258424	9606.ENSP00000407336	0	0	0	0	0.717	0.844	0	0.526	0.977
COX5B	NDUFV1	9606.ENSP00000258424	9606.ENSP00000497587	0	0	0	0	0.743	0.844	0	0.569	0.981
COX5B	NDUFA9	9606.ENSP00000258424	9606.ENSP00000266544	0	0	0	0	0.827	0.846	0	0.557	0.987
COX5B	NDUFB5	9606.ENSP00000258424	9606.ENSP00000259037	0	0	0	0	0.862	0.844	0	0.636	0.991
COX5B	NDUFA11	9606.ENSP00000258424	9606.ENSP00000389160	0	0	0	0	0.777	0.931	0	0.589	0.993
COX5B	COX7A2	9606.ENSP00000258424	9606.ENSP00000359098	0	0	0	0	0.813	0.900	0.540	0.778	0.997
COX5B	UQCR11	9606.ENSP00000258424	9606.ENSP00000467262	0	0	0	0	0.999	0.972	0.540	0.640	0.999
COX5B	COX6B1	9606.ENSP00000258424	9606.ENSP00000466818	0	0	0	0	0.920	0.974	0.876	0.967	0.999
COX5B	UQCRFS1	9606.ENSP00000258424	9606.ENSP00000306397	0	0	0	0	0.970	0.991	0.715	0.664	0.999
COX5B	COX6C	9606.ENSP00000258424	9606.ENSP00000429707	0	0	0	0	0.910	0.876	0.935	0.990	0.999
COX5B	UQCRQ	9606.ENSP00000258424	9606.ENSP00000367939	0	0	0	0	0.925	0.967	0.714	0.581	0.999
COX6A1	NDUFB4	9606.ENSP00000229379	9606.ENSP00000184266	0	0	0	0	0.548	0.302	0	0.305	0.761
COX6A1	IFNGR2	9606.ENSP00000229379	9606.ENSP00000371425	0	0	0	0	0.185	0.294	0.151	0.120	0.512
COX6A1	NDUFB1	9606.ENSP00000229379	9606.ENSP00000483888	0	0	0	0	0.178	0.258	0	0.275	0.520
COX6A1	NDUFC1	9606.ENSP00000229379	9606.ENSP00000441126	0	0	0	0	0.245	0.100	0	0.375	0.538
COX6A1	SDHD	9606.ENSP00000229379	9606.ENSP00000364699	0	0	0	0	0.441	0	0	0.326	0.607
COX6A1	NDUFV1	9606.ENSP00000229379	9606.ENSP00000497587	0	0	0	0	0.157	0.287	0	0.406	0.612
COX6A1	NDUFA9	9606.ENSP00000229379	9606.ENSP00000266544	0	0	0	0	0.335	0.228	0	0.352	0.638
COX6A1	NDUFAB1	9606.ENSP00000229379	9606.ENSP00000458770	0	0	0	0	0.373	0.311	0	0.339	0.690
COX6A1	NDUFB3	9606.ENSP00000229379	9606.ENSP00000407336	0	0	0	0	0.266	0.258	0	0.488	0.697
COX6A1	NDUFA11	9606.ENSP00000229379	9606.ENSP00000389160	0	0	0	0	0.445	0.189	0	0.463	0.737
COX6A1	NDUFB5	9606.ENSP00000229379	9606.ENSP00000259037	0	0	0	0	0.427	0.258	0	0.452	0.747
COX6A1	NDUFA2	9606.ENSP00000229379	9606.ENSP00000252102	0	0	0	0	0.430	0.353	0	0.456	0.782
COX6A1	UQCR11	9606.ENSP00000229379	9606.ENSP00000467262	0	0	0	0	0.494	0.789	0.540	0.489	0.971
COX6A1	UQCRFS1	9606.ENSP00000229379	9606.ENSP00000306397	0	0	0	0	0.417	0.842	0.673	0.618	0.986
COX6A1	UQCRQ	9606.ENSP00000229379	9606.ENSP00000367939	0	0	0	0	0.782	0.882	0.671	0.591	0.996
COX6A1	COX7A2	9606.ENSP00000229379	9606.ENSP00000359098	0	0	0	0	0.601	0.906	0.540	0.927	0.998
COX6A1	COX6C	9606.ENSP00000229379	9606.ENSP00000429707	0	0	0	0	0.588	0.986	0.800	0.903	0.999
COX6A1	COX6B1	9606.ENSP00000229379	9606.ENSP00000466818	0	0	0	0	0.626	0.982	0.851	0.984	0.999
COX6B1	NDUFB4	9606.ENSP00000466818	9606.ENSP00000184266	0	0	0	0	0.480	0.884	0	0.333	0.956
COX6B1	NDUFA2	9606.ENSP00000466818	9606.ENSP00000252102	0	0	0	0	0.754	0.874	0	0.466	0.982
COX6B1	NDUFB5	9606.ENSP00000466818	9606.ENSP00000259037	0	0	0	0	0.418	0.851	0	0.455	0.948
COX6B1	NDUFA9	9606.ENSP00000466818	9606.ENSP00000266544	0	0	0	0	0.242	0.862	0	0.398	0.931
COX6B1	UQCRFS1	9606.ENSP00000466818	9606.ENSP00000306397	0	0	0	0	0.477	0.967	0.733	0.521	0.997
COX6B1	COX7A2	9606.ENSP00000466818	9606.ENSP00000359098	0	0	0	0	0.768	0.934	0.540	0.805	0.998
COX6B1	SDHD	9606.ENSP00000466818	9606.ENSP00000364699	0	0	0	0	0.341	0	0	0.422	0.603
COX6B1	UQCRQ	9606.ENSP00000466818	9606.ENSP00000367939	0	0	0	0	0.764	0.978	0.658	0.550	0.999
COX6B1	IFNGR2	9606.ENSP00000466818	9606.ENSP00000371425	0	0	0	0	0.142	0.409	0.145	0.138	0.576
COX6B1	NDUFA11	9606.ENSP00000466818	9606.ENSP00000389160	0	0	0	0	0.461	0.830	0	0.446	0.945
COX6B1	NDUFB3	9606.ENSP00000466818	9606.ENSP00000407336	0	0	0	0	0.512	0.845	0	0.419	0.952
COX6B1	COX6C	9606.ENSP00000466818	9606.ENSP00000429707	0	0	0	0	0.738	0.963	0.800	0.913	0.999
COX6B1	NDUFC1	9606.ENSP00000466818	9606.ENSP00000441126	0	0	0	0	0.362	0.813	0	0.307	0.910
COX6B1	NDUFAB1	9606.ENSP00000466818	9606.ENSP00000458770	0	0	0	0	0.473	0.856	0	0.405	0.951
COX6B1	NDUFB1	9606.ENSP00000466818	9606.ENSP00000483888	0	0	0	0	0.261	0.845	0	0.557	0.944
COX6B1	NDUFV1	9606.ENSP00000466818	9606.ENSP00000497587	0	0	0	0	0.403	0.872	0	0.517	0.960
COX6B1	UQCR11	9606.ENSP00000466818	9606.ENSP00000467262	0	0	0	0	0.668	0.946	0.540	0.678	0.997
COX6C	NDUFB4	9606.ENSP00000429707	9606.ENSP00000184266	0	0	0	0	0.958	0.507	0	0.364	0.985
COX6C	NDUFA2	9606.ENSP00000429707	9606.ENSP00000252102	0	0	0	0	0.831	0.523	0	0.486	0.955
COX6C	NDUFB5	9606.ENSP00000429707	9606.ENSP00000259037	0	0	0	0	0.917	0.566	0	0.542	0.982
COX6C	NDUFA9	9606.ENSP00000429707	9606.ENSP00000266544	0	0	0	0	0.428	0.482	0	0.386	0.802
COX6C	UQCRFS1	9606.ENSP00000429707	9606.ENSP00000306397	0	0	0	0	0.313	0.883	0.602	0.410	0.978
COX6C	RAC1	9606.ENSP00000429707	9606.ENSP00000348461	0	0	0	0	0.047	0.420	0	0	0.423
COX6C	COX7A2	9606.ENSP00000429707	9606.ENSP00000359098	0	0	0	0	0.896	0.804	0.540	0.734	0.997
COX6C	SDHD	9606.ENSP00000429707	9606.ENSP00000364699	0	0	0	0	0.443	0	0	0.289	0.587
COX6C	UQCRQ	9606.ENSP00000429707	9606.ENSP00000367939	0	0	0	0	0.959	0.834	0.602	0.507	0.998
COX6C	NDUFA11	9606.ENSP00000429707	9606.ENSP00000389160	0	0	0	0	0.507	0.429	0	0.300	0.785
COX6C	NDUFB3	9606.ENSP00000429707	9606.ENSP00000407336	0	0	0	0	0.874	0.544	0	0.484	0.968
COX6C	NDUFV1	9606.ENSP00000429707	9606.ENSP00000497587	0	0	0	0	0.126	0.507	0	0.388	0.713
COX6C	NDUFAB1	9606.ENSP00000429707	9606.ENSP00000458770	0	0	0	0	0.430	0.507	0	0.390	0.813
COX6C	NDUFB1	9606.ENSP00000429707	9606.ENSP00000483888	0	0	0	0	0.454	0.507	0	0.419	0.830
COX6C	NDUFC1	9606.ENSP00000429707	9606.ENSP00000441126	0	0	0	0	0.703	0.429	0	0.351	0.880
COX6C	UQCR11	9606.ENSP00000429707	9606.ENSP00000467262	0	0	0	0	0.881	0.834	0.540	0.435	0.994
COX7A2	NDUFB4	9606.ENSP00000359098	9606.ENSP00000184266	0	0	0	0	0.448	0	0	0.439	0.677
COX7A2	NDUFA2	9606.ENSP00000359098	9606.ENSP00000252102	0	0	0	0	0.785	0.099	0	0.543	0.903
COX7A2	NDUFB5	9606.ENSP00000359098	9606.ENSP00000259037	0	0	0	0	0.743	0	0	0.530	0.874
COX7A2	NDUFA9	9606.ENSP00000359098	9606.ENSP00000266544	0	0	0	0	0.336	0.161	0	0.277	0.562
COX7A2	UQCRFS1	9606.ENSP00000359098	9606.ENSP00000306397	0	0	0	0	0.267	0.142	0.602	0.457	0.846
COX7A2	NDUFV1	9606.ENSP00000359098	9606.ENSP00000497587	0	0	0	0	0.193	0.161	0	0.355	0.525
COX7A2	SDHD	9606.ENSP00000359098	9606.ENSP00000364699	0	0	0	0	0.271	0	0	0.382	0.530
COX7A2	NDUFB1	9606.ENSP00000359098	9606.ENSP00000483888	0	0	0	0	0.364	0	0	0.474	0.651
COX7A2	NDUFA11	9606.ENSP00000359098	9606.ENSP00000389160	0	0	0	0	0.470	0	0	0.489	0.718
COX7A2	NDUFC1	9606.ENSP00000359098	9606.ENSP00000441126	0	0	0	0	0.524	0	0	0.446	0.725
COX7A2	NDUFB3	9606.ENSP00000359098	9606.ENSP00000407336	0	0	0	0	0.565	0	0	0.472	0.760
COX7A2	NDUFAB1	9606.ENSP00000359098	9606.ENSP00000458770	0	0	0	0	0.484	0	0	0.630	0.801
COX7A2	UQCR11	9606.ENSP00000359098	9606.ENSP00000467262	0	0	0	0	0.870	0	0.540	0.468	0.965
COX7A2	UQCRQ	9606.ENSP00000359098	9606.ENSP00000367939	0	0	0	0	0.861	0.162	0.602	0.492	0.973
CREB1	MAPK14	9606.ENSP00000387699	9606.ENSP00000229795	0	0	0	0	0.137	0.292	0	0.558	0.706
CREB1	RARA	9606.ENSP00000387699	9606.ENSP00000254066	0	0	0	0	0.063	0.046	0	0.558	0.571
CREB1	CREBBP	9606.ENSP00000387699	9606.ENSP00000262367	0	0	0	0	0.155	0.996	0.900	0.997	0.999
CREB1	MAPK3	9606.ENSP00000387699	9606.ENSP00000263025	0	0	0	0	0.089	0	0.900	0.876	0.987
CREB1	PRKACA	9606.ENSP00000387699	9606.ENSP00000309591	0	0	0	0	0.042	0.510	0.900	0.940	0.996
CREB1	PPP1CA	9606.ENSP00000387699	9606.ENSP00000326031	0	0	0	0	0.073	0.292	0.650	0.272	0.810
CREB1	CREB3L2	9606.ENSP00000387699	9606.ENSP00000329140	0	0	0	0.579	0	0.101	0.900	0.354	0.936
CREB1	NFAT5	9606.ENSP00000387699	9606.ENSP00000338806	0	0	0	0	0.068	0	0	0.651	0.661
CREB1	FOXO3	9606.ENSP00000387699	9606.ENSP00000339527	0	0	0	0	0.155	0.094	0	0.561	0.634
CREB1	STAT5A	9606.ENSP00000387699	9606.ENSP00000341208	0	0	0	0	0.088	0	0	0.680	0.696
CREB1	CREB3	9606.ENSP00000387699	9606.ENSP00000342136	0	0	0	0	0	0.101	0.900	0.547	0.955
CREB1	FN1	9606.ENSP00000387699	9606.ENSP00000346839	0	0	0	0	0.055	0	0	0.619	0.624
CREB1	HDAC1	9606.ENSP00000387699	9606.ENSP00000362649	0	0	0	0	0.099	0.511	0	0.745	0.877
CREB1	RELA	9606.ENSP00000387699	9606.ENSP00000384273	0	0	0	0	0.101	0	0	0.986	0.986
CREB1	NDUFV1	9606.ENSP00000387699	9606.ENSP00000497587	0	0	0	0	0.042	0.095	0	0.406	0.440
CREB1	PIK3R1	9606.ENSP00000387699	9606.ENSP00000428056	0	0	0	0	0.095	0	0	0.532	0.558
CREB1	MITF	9606.ENSP00000387699	9606.ENSP00000391803	0	0	0	0	0	0	0	0.659	0.659
CREB1	RHOA	9606.ENSP00000387699	9606.ENSP00000400175	0	0	0	0	0.109	0.063	0	0.677	0.707
CREB3	CREBBP	9606.ENSP00000342136	9606.ENSP00000262367	0	0	0	0	0.051	0.069	0.900	0.177	0.917
CREB3	MAPK3	9606.ENSP00000342136	9606.ENSP00000263025	0	0	0	0	0.071	0	0.900	0.164	0.915
CREB3	PRKACA	9606.ENSP00000342136	9606.ENSP00000309591	0	0	0	0	0.044	0	0.650	0.181	0.702
CREB3	PPP1CA	9606.ENSP00000342136	9606.ENSP00000326031	0	0	0	0	0.053	0	0.650	0	0.654
CREB3	CREB3L2	9606.ENSP00000342136	9606.ENSP00000329140	0	0	0	0.691	0	0.541	0.900	0.294	0.964
CREB3	RELA	9606.ENSP00000342136	9606.ENSP00000384273	0	0	0	0	0.049	0.045	0	0.437	0.444
CREB3L2	CREBBP	9606.ENSP00000329140	9606.ENSP00000262367	0	0	0	0	0.051	0.073	0.900	0.216	0.921
CREB3L2	MAPK3	9606.ENSP00000329140	9606.ENSP00000263025	0	0	0	0	0	0	0.900	0.083	0.904
CREB3L2	PRKACA	9606.ENSP00000329140	9606.ENSP00000309591	0	0	0	0	0	0	0.650	0.074	0.662
CREB3L2	PPP1CA	9606.ENSP00000329140	9606.ENSP00000326031	0	0	0	0	0	0	0.650	0.063	0.658
CREBBP	MAPK14	9606.ENSP00000262367	9606.ENSP00000229795	0	0	0	0	0.060	0	0	0.483	0.493
CREBBP	SKP1	9606.ENSP00000262367	9606.ENSP00000231487	0	0	0	0	0.049	0	0.500	0.254	0.614
CREBBP	FLT3	9606.ENSP00000262367	9606.ENSP00000241453	0	0	0	0	0.042	0.041	0	0.404	0.405
CREBBP	RARA	9606.ENSP00000262367	9606.ENSP00000254066	0	0	0	0	0.075	0.533	0	0.763	0.889
CREBBP	LYN	9606.ENSP00000262367	9606.ENSP00000428924	0	0	0	0	0.071	0.301	0	0.218	0.449
CREBBP	GCLM	9606.ENSP00000262367	9606.ENSP00000359258	0	0	0	0	0.042	0	0.500	0.169	0.567
CREBBP	NOTCH4	9606.ENSP00000262367	9606.ENSP00000364163	0	0	0	0	0	0.065	0.500	0.204	0.595
CREBBP	PIK3R1	9606.ENSP00000262367	9606.ENSP00000428056	0	0	0	0	0.085	0.045	0	0.584	0.604
CREBBP	TBL1X	9606.ENSP00000262367	9606.ENSP00000495556	0	0	0	0	0.103	0	0.500	0.196	0.607
CREBBP	IKBKG	9606.ENSP00000262367	9606.ENSP00000483825	0	0	0	0	0.072	0.510	0	0.383	0.695
CREBBP	RXRB	9606.ENSP00000262367	9606.ENSP00000363817	0	0	0	0	0	0.087	0.650	0.124	0.695
CREBBP	MAPK3	9606.ENSP00000262367	9606.ENSP00000263025	0	0	0	0	0.092	0.510	0	0.383	0.701
CREBBP	TBL1XR1	9606.ENSP00000262367	9606.ENSP00000405574	0	0	0	0	0.054	0	0.500	0.430	0.706
CREBBP	CTBP1	9606.ENSP00000262367	9606.ENSP00000290921	0	0	0	0	0.056	0.686	0	0.441	0.820
CREBBP	PRKACA	9606.ENSP00000262367	9606.ENSP00000309591	0	0	0	0	0.042	0	0.650	0.549	0.835
CREBBP	HDAC1	9606.ENSP00000262367	9606.ENSP00000362649	0	0	0	0	0.099	0.537	0.500	0.833	0.960
CREBBP	STAT5A	9606.ENSP00000262367	9606.ENSP00000341208	0	0	0	0	0.043	0.294	0.650	0.909	0.975
CREBBP	FOXO3	9606.ENSP00000262367	9606.ENSP00000339527	0	0	0	0	0.161	0.971	0.500	0.627	0.995
CREBBP	RELA	9606.ENSP00000262367	9606.ENSP00000384273	0	0	0	0	0.102	0.991	0.500	0.958	0.999
CRK	ITGB4	9606.ENSP00000300574	9606.ENSP00000200181	0	0	0	0	0.042	0	0.650	0.119	0.678
CRK	HGF	9606.ENSP00000300574	9606.ENSP00000222390	0	0	0	0	0	0	0.500	0.322	0.646
CRK	MAPK3	9606.ENSP00000300574	9606.ENSP00000263025	0	0	0	0	0.117	0	0	0.391	0.439
CRK	PLD2	9606.ENSP00000300574	9606.ENSP00000263088	0	0	0	0	0.050	0	0	0.436	0.441
CRK	ZAP70	9606.ENSP00000300574	9606.ENSP00000264972	0	0	0	0	0	0.516	0	0.660	0.828
CRK	FLT1	9606.ENSP00000300574	9606.ENSP00000282397	0	0	0	0	0	0.376	0.650	0.180	0.805
CRK	ITGA2	9606.ENSP00000300574	9606.ENSP00000296585	0	0	0	0	0.044	0	0.650	0.161	0.694
CRK	SORBS1	9606.ENSP00000300574	9606.ENSP00000360293	0	0	0	0	0.044	0	0	0.495	0.497
CRK	WASF3	9606.ENSP00000300574	9606.ENSP00000335055	0	0	0	0	0.044	0	0.500	0.077	0.520
CRK	CYFIP2	9606.ENSP00000300574	9606.ENSP00000479719	0	0	0	0	0.042	0	0.500	0.081	0.521
CRK	FCGR3A	9606.ENSP00000300574	9606.ENSP00000356946	0	0	0	0	0	0	0.500	0.129	0.545
CRK	FLNA	9606.ENSP00000300574	9606.ENSP00000358866	0	0	0	0	0.042	0.436	0	0.246	0.557
CRK	PDGFA	9606.ENSP00000300574	9606.ENSP00000346508	0	0	0	0	0.049	0	0.500	0.154	0.562
CRK	RAP1A	9606.ENSP00000300574	9606.ENSP00000358723	0	0	0	0	0.073	0	0.500	0.333	0.664
CRK	STAT5A	9606.ENSP00000300574	9606.ENSP00000341208	0	0	0	0	0.043	0.387	0	0.496	0.678
CRK	RAC1	9606.ENSP00000300574	9606.ENSP00000348461	0	0	0	0	0.149	0	0.500	0.314	0.683
CRK	ITGA11	9606.ENSP00000300574	9606.ENSP00000327290	0	0	0	0	0	0	0.650	0.143	0.687
CRK	GAB2	9606.ENSP00000300574	9606.ENSP00000354952	0	0	0	0	0.060	0.164	0	0.636	0.688
CRK	FN1	9606.ENSP00000300574	9606.ENSP00000346839	0	0	0	0	0.049	0	0.500	0.417	0.698
CRK	LYN	9606.ENSP00000300574	9606.ENSP00000428924	0	0	0	0	0.076	0.068	0.500	0.419	0.716
CRK	PTPN11	9606.ENSP00000300574	9606.ENSP00000489597	0	0	0	0.583	0.089	0.390	0	0.546	0.725
CRK	ITGB3	9606.ENSP00000300574	9606.ENSP00000452786	0	0	0	0	0.054	0	0.650	0.237	0.725
CRK	FGFR2	9606.ENSP00000300574	9606.ENSP00000410294	0	0	0	0	0	0.091	0.650	0.228	0.733
CRK	ITGB1	9606.ENSP00000300574	9606.ENSP00000379350	0	0	0	0	0.091	0	0.650	0.267	0.746
CRK	RHOA	9606.ENSP00000300574	9606.ENSP00000400175	0	0	0	0	0.114	0	0.500	0.492	0.755
CRK	VAV1	9606.ENSP00000300574	9606.ENSP00000472929	0	0	0	0.602	0.049	0.292	0	0.680	0.766
CRK	HCK	9606.ENSP00000300574	9606.ENSP00000365012	0	0	0	0	0.044	0.068	0.500	0.597	0.796
CRK	MET	9606.ENSP00000300574	9606.ENSP00000317272	0	0	0	0	0.084	0.370	0.650	0.606	0.910
CRK	NCK1	9606.ENSP00000300574	9606.ENSP00000417273	0	0	0	0	0.054	0.070	0	0.956	0.958
CRK	PIK3R1	9606.ENSP00000300574	9606.ENSP00000428056	0	0	0	0	0.042	0.848	0.650	0.651	0.979
CSNK2B	MAPK14	9606.ENSP00000365042	9606.ENSP00000229795	0	0	0	0	0.049	0.438	0	0.132	0.496
CSNK2B	IQGAP1	9606.ENSP00000365042	9606.ENSP00000268182	0	0	0	0	0.058	0.134	0	0.411	0.477
CSNK2B	CTBP1	9606.ENSP00000365042	9606.ENSP00000290921	0	0	0	0	0.072	0.186	0	0.392	0.500
CSNK2B	PPP1CA	9606.ENSP00000365042	9606.ENSP00000326031	0	0	0	0	0.258	0.252	0	0.159	0.493
CSNK2B	PPP2CA	9606.ENSP00000365042	9606.ENSP00000418447	0	0	0	0	0.181	0.337	0	0.131	0.488
CSNK2B	LYN	9606.ENSP00000365042	9606.ENSP00000428924	0	0	0	0	0.047	0.442	0	0.121	0.492
CSNK2B	PIP4K2A	9606.ENSP00000365042	9606.ENSP00000365757	0	0	0	0	0.049	0.480	0	0.127	0.531
